'src_bytes',service','dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate',,,,'src_bytes','service',dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate'
0,private,0,REJ,0.07,0.08,20,0.08,,,,,,,,,,,
253,http,482,SF,0,1,255,1,,,,,,,,,,,
0,imap4,44,RSTO,0,1,46,0.18,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
1,private,1,SF,0.67,0.05,3,0.01,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,4,0.02,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,11,0.04,,,,,,,,,,,
2306,ftp_data,0,SF,0,1,75,0.34,,,,,,,,,,,
0,pop_3,36,RSTO,0.75,0.25,60,0.25,,,,,,,,,,,
0,http,0,S0,0.07,0.04,11,0.04,,,,,,,,,,,
9,finger,140,SF,0,1,8,0.07,,,,,,,,,,,
0,telnet,15,RSTO,0,1,29,0.11,,,,,,,,,,,
224,http,496,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.11,18,0.07,,,,,,,,,,,
55744,http,0,RSTR,0,1,255,1,,,,,,,,,,,
42,domain_u,137,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,1,0.25,,,,,,,,,,,
53,private,51,SF,0,1,255,1,,,,,,,,,,,
1522,smtp,481,SF,0,1,16,0.06,,,,,,,,,,,
0,private,0,S0,0.06,0.05,14,0.05,,,,,,,,,,,
0,gopher,0,REJ,0.07,0.08,17,0.07,,,,,,,,,,,
105,private,147,SF,0,1,252,0.99,,,,,,,,,,,
0,private,0,S0,0.18,0.05,2,0.01,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,10,1,,,,,,,,,,,
346,http,5916,SF,0,1,255,1,,,,,,,,,,,
54,private,52,SF,0,1,255,1,,,,,,,,,,,
40008,eco_i,0,SF,0,1,145,0.25,,,,,,,,,,,
0,private,0,S0,0.06,0.05,15,0.06,,,,,,,,,,,
175337,ftp_data,0,SF,0,1,99,0.54,,,,,,,,,,,
0,other,0,REJ,0,1,8,0.03,,,,,,,,,,,
0,finger,0,S0,0.33,0.17,62,0.24,,,,,,,,,,,
216,http,308,SF,0,1,255,1,,,,,,,,,,,
45,domain_u,102,SF,0,1,255,1,,,,,,,,,,,
316,http,269,SF,0,1,255,1,,,,,,,,,,,
29,domain_u,29,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,12,1,,,,,,,,,,,
36,urp_i,0,SF,0,1,18,1,,,,,,,,,,,
45260,http,2920,RSTR,0,1,254,1,,,,,,,,,,,
156,ftp,593,SF,0,1,46,0.37,,,,,,,,,,,
291,http,670,SF,0,1,255,1,,,,,,,,,,,
0,ftp_data,0,S0,0.05,0.23,62,0.24,,,,,,,,,,,
8,eco_i,0,SF,0,1,11,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,11,0.04,,,,,,,,,,,
28,pop_3,93,SF,0,1,232,0.92,,,,,,,,,,,
215,http,263,SF,0,1,255,1,,,,,,,,,,,
520,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
295,http,6222,SF,0,1,255,1,,,,,,,,,,,
195,http,1831,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,RSTO,0,1,49,0.19,,,,,,,,,,,
323,http,705,SF,0,1,251,1,,,,,,,,,,,
218,http,321,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
160,ftp,597,SF,0,1,16,0.06,,,,,,,,,,,
74024,http,0,RSTR,0,1,243,0.95,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,4,0.02,,,,,,,,,,,
12,ftp_data,0,SF,0,1,7,0.23,,,,,,,,,,,
28,private,0,SF,0,1,28,0.53,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
33580,http,7300,RSTR,0,1,254,1,,,,,,,,,,,
44,domain_u,44,SF,0,1,245,0.96,,,,,,,,,,,
321,http,1965,SF,0,1,255,1,,,,,,,,,,,
22,domain_u,75,SF,0.67,0.67,92,0.96,,,,,,,,,,,
329,http,445,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
206,http,391,SF,0,1,255,1,,,,,,,,,,,
240,http,1120,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0.5,0.75,247,0.97,,,,,,,,,,,
125,telnet,174,SF,0,1,116,0.45,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
222,http,1411,SF,0,1,221,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
301,http,24222,SF,0,1,255,1,,,,,,,,,,,
156,ftp,593,SF,0,1,37,0.15,,,,,,,,,,,
123,telnet,174,SF,0,1,143,0.56,,,,,,,,,,,
0,private,0,REJ,0.08,0.03,3,0.01,,,,,,,,,,,
239,http,1536,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0,1,74,0.29,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,8,0.03,,,,,,,,,,,
207,http,291,SF,0,1,255,1,,,,,,,,,,,
273,http,566,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,120,0.87,,,,,,,,,,,
0,systat,0,REJ,0.06,0.06,13,0.05,,,,,,,,,,,
323,http,272,SF,0,1,239,0.94,,,,,,,,,,,
325,http,370,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.02,2,0.01,,,,,,,,,,,
15876,ftp_data,0,SF,0,1,21,0.08,,,,,,,,,,,
0,mtp,0,REJ,0.07,0.05,12,0.05,,,,,,,,,,,
321,http,193,SF,0,1,255,1,,,,,,,,,,,
1,private,0,SF,0.5,0.2,2,0.01,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.33,60,0.24,,,,,,,,,,,
1567,smtp,328,SF,0,1,181,0.89,,,,,,,,,,,
0,private,0,RSTO,0.06,0.1,14,0.05,,,,,,,,,,,
231,http,330,SF,0,1,255,1,,,,,,,,,,,
105,private,147,SF,1,0.5,252,0.99,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,9,1,,,,,,,,,,,
105,private,147,SF,0,1,85,0.99,,,,,,,,,,,
214,http,5540,SF,0,1,255,1,,,,,,,,,,,
0,uucp,0,RSTO,0.06,0.07,8,0.03,,,,,,,,,,,
0,telnet,44,S3,0,1,85,0.33,,,,,,,,,,,
227,http,3151,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.07,0.02,4,0.02,,,,,,,,,,,
167,http,2466,SF,0,1,255,1,,,,,,,,,,,
171,http,1404,SF,0,1,144,1,,,,,,,,,,,
220,http,1401,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
7,finger,140,SF,0,1,11,0.04,,,,,,,,,,,
307,http,3842,SF,0,1,249,1,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
0,whois,0,REJ,0.05,0.13,18,0.07,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
1216,smtp,332,SF,0,1,113,0.54,,,,,,,,,,,
8,eco_i,0,SF,0,1,66,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,auth,0,REJ,0.06,0.03,5,0.02,,,,,,,,,,,
218,http,3355,SF,0,1,255,1,,,,,,,,,,,
123,telnet,174,SF,0,1,117,0.46,,,,,,,,,,,
74024,http,0,RSTR,0,1,244,0.96,,,,,,,,,,,
42,domain_u,42,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.05,10,0.04,,,,,,,,,,,
156,ftp,593,SF,0,1,85,0.33,,,,,,,,,,,
26,ftp,157,SF,0,1,127,0.51,,,,,,,,,,,
202,http,9482,SF,0,1,255,1,,,,,,,,,,,
10008,eco_i,0,SF,0,1,32,0.13,,,,,,,,,,,
0,imap4,44,RSTO,1,0.5,42,0.16,,,,,,,,,,,
43,private,0,SF,0,1,254,1,,,,,,,,,,,
121,telnet,174,SF,0,1,100,0.39,,,,,,,,,,,
0,other,0,RSTR,0,1,1,0,,,,,,,,,,,
158,ftp,595,SF,0,1,44,0.4,,,,,,,,,,,
0,telnet,44,SF,0,1,207,0.81,,,,,,,,,,,
322,http,1689,SF,0,1,247,1,,,,,,,,,,,
241,http,590,SF,0,1,255,1,,,,,,,,,,,
120,telnet,174,SF,0,1,238,0.93,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
217,http,24911,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,111,1,,,,,,,,,,,
0,telnet,0,RSTO,0.07,0.05,5,0.02,,,,,,,,,,,
204,http,616,SF,0,1,255,1,,,,,,,,,,,
231,http,12028,SF,0,1,247,1,,,,,,,,,,,
1410,smtp,480,SF,0,1,123,0.26,,,,,,,,,,,
0,sunrpc,0,REJ,1,0.25,43,0.14,,,,,,,,,,,
315,http,4485,SF,0,1,255,1,,,,,,,,,,,
52,private,49,SF,0,1,255,1,,,,,,,,,,,
520,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
364,http,14744,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.05,0.07,20,0.08,,,,,,,,,,,
205,http,809,SF,0,1,255,1,,,,,,,,,,,
313,http,735,SF,0,1,231,1,,,,,,,,,,,
43,private,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
2599,smtp,293,SF,0,1,207,0.81,,,,,,,,,,,
44,domain_u,44,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,217,SF,0,1,12,0.13,,,,,,,,,,,
0,private,0,S0,0.07,0.09,11,0.04,,,,,,,,,,,
6259,smtp,335,SF,0,1,176,0.73,,,,,,,,,,,
238,http,1738,SF,0,1,255,1,,,,,,,,,,,
245,http,676,SF,0,1,255,1,,,,,,,,,,,
0,echo,0,RSTO,0.06,0.02,4,0.02,,,,,,,,,,,
8766,ftp_data,0,SF,0,1,78,1,,,,,,,,,,,
0,private,0,S0,0.08,0.08,12,0.05,,,,,,,,,,,
2599,smtp,293,SF,0,1,154,0.6,,,,,,,,,,,
228,http,638,SF,0,1,255,1,,,,,,,,,,,
225,http,243,SF,0,1,243,1,,,,,,,,,,,
0,ftp_data,0,REJ,0.06,0.65,20,0.08,,,,,,,,,,,
329,http,774,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
1024,http,0,RSTR,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.07,0.01,3,0.01,,,,,,,,,,,
328,http,1302,SF,0,1,255,1,,,,,,,,,,,
207,http,267,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.04,6,0.02,,,,,,,,,,,
212,http,280,SF,0,1,255,1,,,,,,,,,,,
229,http,2494,SF,0,1,255,1,,,,,,,,,,,
0,finger,0,S0,0.06,0.02,4,0.02,,,,,,,,,,,
218,http,2894,SF,0,1,33,1,,,,,,,,,,,
224,http,2899,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,6,0.02,,,,,,,,,,,
0,echo,0,S0,0.09,0.1,19,0.07,,,,,,,,,,,
282,http,41575,SF,0,1,255,1,,,,,,,,,,,
0,finger,0,RSTO,0.31,0.23,63,0.25,,,,,,,,,,,
178,http,14515,SF,0,1,255,1,,,,,,,,,,,
46,domain_u,78,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.1,13,0.05,,,,,,,,,,,
146,other,105,SF,0,1,2,0.01,,,,,,,,,,,
226,http,467,SF,0,1,255,1,,,,,,,,,,,
28,private,0,SF,0,1,40,0.16,,,,,,,,,,,
8,eco_i,0,SF,0,1,148,1,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.05,14,0.05,,,,,,,,,,,
28,pop_3,93,SF,0,1,247,0.97,,,,,,,,,,,
0,telnet,44,SF,0,1,233,0.91,,,,,,,,,,,
297,http,446,SF,0,1,255,1,,,,,,,,,,,
8,eco_i,0,SF,0,1,32,1,,,,,,,,,,,
234,http,7351,SF,0,1,255,1,,,,,,,,,,,
224,http,5320,SF,0,1,255,1,,,,,,,,,,,
105,private,0,SF,0,1,254,1,,,,,,,,,,,
0,private,0,SF,0,1,1,0.01,,,,,,,,,,,
508,ecr_i,0,SF,0,1,132,0.52,,,,,,,,,,,
0,imap4,0,S0,0,1,86,0.34,,,,,,,,,,,
190,http,296,SF,0,1,255,1,,,,,,,,,,,
53,private,50,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,74,0.99,,,,,,,,,,,
213,http,8477,SF,0,1,255,1,,,,,,,,,,,
204,http,2948,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0.02,1,0.01,,,,,,,,,,,
0,telnet,44,SF,0,1,173,0.68,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,15,0.06,,,,,,,,,,,
1024,http,0,RSTR,0,1,254,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.16,17,0.07,,,,,,,,,,,
0,telnet,0,REJ,0,1,87,0.35,,,,,,,,,,,
0,telnet,15,SF,0,1,63,0.25,,,,,,,,,,,
0,telnet,0,S0,0,1,85,0.34,,,,,,,,,,,
0,private,0,REJ,0.07,0.12,13,0.05,,,,,,,,,,,
224,http,489,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,18,0.07,,,,,,,,,,,
62344,http,0,RSTR,0,1,255,1,,,,,,,,,,,
46,domain_u,135,SF,0,1,255,1,,,,,,,,,,,
43,private,0,SF,0,1,254,1,,,,,,,,,,,
0,finger,0,RSTO,0.07,0.33,11,0.04,,,,,,,,,,,
220,http,1212,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,216,0.85,,,,,,,,,,,
297,http,8526,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,S3,0,1,110,0.43,,,,,,,,,,,
0,telnet,44,S3,0,1,79,0.31,,,,,,,,,,,
154,telnet,300,SF,0,1,1,0,,,,,,,,,,,
54,private,50,SF,0,1,255,1,,,,,,,,,,,
0,sunrpc,0,REJ,0,1,28,0.11,,,,,,,,,,,
54540,http,8314,SF,0,1,251,0.98,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,210,0.82,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
45,domain_u,45,SF,0,1,223,0.88,,,,,,,,,,,
0,time,0,RSTO,0.08,0,1,0,,,,,,,,,,,
12,ftp_data,0,SF,0,1,17,1,,,,,,,,,,,
195,http,27119,SF,0,1,251,1,,,,,,,,,,,
60884,http,0,RSTR,0,1,255,1,,,,,,,,,,,
28,pop_3,93,SF,0,1,248,0.97,,,,,,,,,,,
0,smtp,0,RSTO,0.07,0.07,16,0.06,,,,,,,,,,,
1,private,0,SF,0.48,0.05,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.13,13,0.05,,,,,,,,,,,
7,finger,225,SF,0,1,12,1,,,,,,,,,,,
304,http,1000,SF,0,1,255,1,,,,,,,,,,,
298,http,1267,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,6,0.02,,,,,,,,,,,
43,domain_u,43,SF,0.01,0.99,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.18,20,0.08,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
181,http,11444,SF,0,1,255,1,,,,,,,,,,,
1,private,1,SF,0.2,0.9,9,0.04,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,16,0.06,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,9,0.04,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,93,SF,0,1,217,0.85,,,,,,,,,,,
0,telnet,44,S3,0,1,128,0.5,,,,,,,,,,,
164,ftp,599,SF,0,1,94,0.37,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
268,http,464,SF,0,1,255,1,,,,,,,,,,,
0,netstat,0,REJ,0.06,0.02,4,0.02,,,,,,,,,,,
345,http,9712,SF,0,1,255,1,,,,,,,,,,,
0,telnet,0,S0,0.07,0.01,3,0.01,,,,,,,,,,,
0,sunrpc,0,REJ,1,0.25,52,0.2,,,,,,,,,,,
2599,smtp,293,SF,0,1,24,0.09,,,,,,,,,,,
212,http,8676,SF,0,1,255,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,24,0.16,,,,,,,,,,,
1480,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.09,12,0.05,,,,,,,,,,,
8173,ftp_data,0,SF,0,1,21,0.31,,,,,,,,,,,
311,http,416,SF,0,1,255,1,,,,,,,,,,,
42,private,0,SF,0,1,254,1,,,,,,,,,,,
0,systat,0,S0,0.06,0.17,20,0.08,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,5,0.02,,,,,,,,,,,
298,http,2614,SF,0,1,255,1,,,,,,,,,,,
213,http,834,SF,0,1,255,1,,,,,,,,,,,
243,http,13382,SF,0,1,255,1,,,,,,,,,,,
0,IRC,0,REJ,1,0,1,0,,,,,,,,,,,
209,http,330,SF,0,1,255,1,,,,,,,,,,,
203,ftp_data,0,SF,0,1,125,0.49,,,,,,,,,,,
30,pop_3,93,SF,0,1,224,0.88,,,,,,,,,,,
238,http,17015,SF,0,1,255,1,,,,,,,,,,,
28,pop_3,93,SF,0,1,247,0.97,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
0,telnet,44,SF,0,1,229,0.9,,,,,,,,,,,
146,other,105,SF,0,1,4,0.02,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,12,0.05,,,,,,,,,,,
293,http,682,SF,0,1,255,1,,,,,,,,,,,
0,auth,0,REJ,0.07,0.01,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.04,4,0.02,,,,,,,,,,,
258,http,31760,SF,0,1,255,1,,,,,,,,,,,
48,ntp_u,48,SF,0,1,5,0.02,,,,,,,,,,,
218,http,11135,SF,0,1,255,1,,,,,,,,,,,
1,private,1,SF,0.82,0.01,1,0,,,,,,,,,,,
0,http,0,S0,0,1,244,0.96,,,,,,,,,,,
0,time,0,S0,0.1,0.03,4,0.02,,,,,,,,,,,
157,ftp,594,SF,0,1,17,0.81,,,,,,,,,,,
0,telnet,44,SF,0,1,180,0.71,,,,,,,,,,,
2851,smtp,334,SF,0,1,130,0.72,,,,,,,,,,,
268,http,9235,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.09,0.07,14,0.05,,,,,,,,,,,
0,private,0,REJ,0.05,0.06,17,0.07,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
307,http,1219,SF,0,1,255,1,,,,,,,,,,,
42,domain_u,108,SF,0,1,246,1,,,,,,,,,,,
233,http,581,SF,0,1,255,1,,,,,,,,,,,
1503,smtp,337,SF,0,1,175,0.67,,,,,,,,,,,
0,telnet,44,S3,0,1,154,0.6,,,,,,,,,,,
46,private,0,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
335,http,314,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,66,0.21,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.1,17,0.07,,,,,,,,,,,
354,http,2650,SF,0,1,255,1,,,,,,,,,,,
29824,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
54540,http,8314,SF,0,1,238,0.93,,,,,,,,,,,
218,http,315,SF,0,1,255,1,,,,,,,,,,,
289,http,1100,SF,0,1,255,1,,,,,,,,,,,
18,eco_i,0,SF,0,1,24,1,,,,,,,,,,,
339,http,1218,SF,0,1,255,1,,,,,,,,,,,
196,http,9297,SF,0,1,255,1,,,,,,,,,,,
41,domain_u,131,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.14,17,0.14,,,,,,,,,,,
282,http,765,SF,0,1,255,1,,,,,,,,,,,
0,pop_3,0,REJ,1,0.33,60,0.24,,,,,,,,,,,
511,http,6839,SF,0,1,255,1,,,,,,,,,,,
36,domain_u,0,SF,0,1,129,1,,,,,,,,,,,
0,ftp,0,S0,0.09,0.03,4,0.02,,,,,,,,,,,
122,telnet,174,SF,0,1,255,1,,,,,,,,,,,
60884,http,0,RSTR,0,1,255,1,,,,,,,,,,,
211,http,3926,SF,0,1,255,1,,,,,,,,,,,
211,http,578,SF,0,1,255,1,,,,,,,,,,,
229,http,2507,SF,0,1,229,0.9,,,,,,,,,,,
44,domain_u,81,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.07,9,0.04,,,,,,,,,,,
0,private,0,REJ,0.06,0.09,9,0.04,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,51,0.05,,,,,,,,,,,
0,telnet,44,S3,0,1,82,0.32,,,,,,,,,,,
198,http,474,SF,0,1,255,1,,,,,,,,,,,
303,http,16759,SF,0,1,255,1,,,,,,,,,,,
305,http,2239,SF,0,1,28,0.47,,,,,,,,,,,
311,http,1535,SF,0,1,255,1,,,,,,,,,,,
291,http,485,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,217,SF,0,1,6,0.16,,,,,,,,,,,
254,http,1529,SF,0,1,255,1,,,,,,,,,,,
294,http,10772,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.03,7,0.03,,,,,,,,,,,
105,private,105,SF,0,1,254,1,,,,,,,,,,,
1,private,26,SF,0.15,0.92,13,0.05,,,,,,,,,,,
46,domain_u,151,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.1,14,0.05,,,,,,,,,,,
0,http,0,REJ,0.06,0.02,4,0.02,,,,,,,,,,,
2783,telnet,15242,SF,0,1,1,0,,,,,,,,,,,
0,telnet,44,SF,0,1,201,0.79,,,,,,,,,,,
253,http,5924,SF,0,1,255,1,,,,,,,,,,,
231,http,10053,SF,0,1,255,1,,,,,,,,,,,
240,http,581,SF,0,1,255,1,,,,,,,,,,,
239,http,3990,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.08,0.08,8,0.03,,,,,,,,,,,
329,http,1604,SF,0,1,255,1,,,,,,,,,,,
33580,http,2920,RSTR,0,1,254,1,,,,,,,,,,,
45,domain_u,45,SF,0,1,255,1,,,,,,,,,,,
252,http,1159,SF,0,1,255,1,,,,,,,,,,,
310,http,4898,SF,0,1,255,1,,,,,,,,,,,
520,ecr_i,0,SF,0,1,100,1,,,,,,,,,,,
219,http,2049,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,44,SF,0,1,255,1,,,,,,,,,,,
209,http,1251,SF,0,1,255,1,,,,,,,,,,,
250,http,1565,SF,0,1,255,1,,,,,,,,,,,
0,smtp,85,SF,0,1,84,0.82,,,,,,,,,,,
282,http,2120,SF,0,1,175,1,,,,,,,,,,,
230,http,1387,SF,0,1,247,1,,,,,,,,,,,
230,http,25991,SF,0,1,243,1,,,,,,,,,,,
234,http,6740,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,236,0.93,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
286,http,610,SF,0,1,255,1,,,,,,,,,,,
195,http,4683,SF,0,1,255,1,,,,,,,,,,,
41,private,0,SF,0,1,254,1,,,,,,,,,,,
0,private,0,S0,0.06,0.13,19,0.07,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,138,0.54,,,,,,,,,,,
220,http,502,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,243,0.95,,,,,,,,,,,
307,http,1215,SF,0,1,255,1,,,,,,,,,,,
1439,ftp,4152,SF,0,1,16,0.19,,,,,,,,,,,
210,http,8716,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,9,0.04,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,6,0.02,,,,,,,,,,,
520,ecr_i,0,SF,0,1,161,1,,,,,,,,,,,
10925,smtp,920,SF,0,1,6,0.02,,,,,,,,,,,
0,ftp,0,RSTO,0.07,0.07,17,0.07,,,,,,,,,,,
210,http,1778,SF,0,1,247,1,,,,,,,,,,,
0,pop_3,0,REJ,1,0.33,60,0.25,,,,,,,,,,,
0,private,0,REJ,0.05,0.06,19,0.07,,,,,,,,,,,
44,domain_u,44,SF,0,1,255,1,,,,,,,,,,,
383,ftp_data,0,SF,0,1,67,0.45,,,,,,,,,,,
158,ftp,595,SF,0,1,2,0.01,,,,,,,,,,,
54540,http,8314,SF,0,1,231,0.91,,,,,,,,,,,
0,private,0,REJ,0.08,0.01,2,0.01,,,,,,,,,,,
225,http,1972,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0.1,0.06,9,0.04,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,12,0.05,,,,,,,,,,,
162,ftp,599,SF,0,1,8,0.06,,,,,,,,,,,
286,http,4152,SF,0,1,184,1,,,,,,,,,,,
188,http,294,SF,0,1,255,1,,,,,,,,,,,
48,private,0,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,212,0.83,,,,,,,,,,,
54,private,53,SF,0,1,255,1,,,,,,,,,,,
283,http,2170,SF,0,1,251,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,13,0.05,,,,,,,,,,,
0,other,0,REJ,0,1,50,0.2,,,,,,,,,,,
382,http,2395,SF,0,1,255,1,,,,,,,,,,,
329,http,914,SF,0,1,255,1,,,,,,,,,,,
45260,http,2920,RSTR,0,1,254,1,,,,,,,,,,,
44,domain_u,133,SF,0,1,254,1,,,,,,,,,,,
231,http,2507,SF,0,1,51,0.98,,,,,,,,,,,
44,domain_u,112,SF,0,1,231,0.91,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
254,http,7083,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.06,15,0.06,,,,,,,,,,,
54,private,54,SF,0,1,255,1,,,,,,,,,,,
209,http,184,SF,0,1,255,1,,,,,,,,,,,
292,http,656,SF,0,1,255,1,,,,,,,,,,,
43,domain_u,131,SF,0.01,0.99,199,0.78,,,,,,,,,,,
0,telnet,0,S0,0.05,0.34,72,0.28,,,,,,,,,,,
20,eco_i,0,SF,0,1,7,1,,,,,,,,,,,
26,pop_3,93,SF,0,1,55,0.95,,,,,,,,,,,
0,private,0,REJ,0.07,0.05,5,0.02,,,,,,,,,,,
295,http,4184,SF,0,1,255,1,,,,,,,,,,,
18,eco_i,0,SF,0,1,49,1,,,,,,,,,,,
161,ftp,599,SF,0.67,0.33,1,0,,,,,,,,,,,
298,http,463,SF,0,1,240,1,,,,,,,,,,,
0,private,0,S0,0.06,0.07,19,0.07,,,,,,,,,,,
206,http,5435,SF,0,1,255,1,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,13,1,,,,,,,,,,,
0,other,0,REJ,0,1,4,0.09,,,,,,,,,,,
295,http,2326,SF,0,1,10,1,,,,,,,,,,,
0,discard,0,RSTO,0.06,0.07,20,0.08,,,,,,,,,,,
0,private,0,SH,0,1,1,0.03,,,,,,,,,,,
1083,smtp,332,SF,0,1,116,0.45,,,,,,,,,,,
